Timestep,State,Current RUL,Cummulative Reward
605.0,1.0,8.3592,173600.0
606.0,1.0,7.3073,174500.0
607.0,1.0,4.8804,175400.0
608.0,5.0,4.8804,174900.0
609.0,0.0,7.8542,175900.0
610.0,1.0,6.1819,176800.0
611.0,1.0,6.4282,177700.0
612.0,2.0,5.2448,178500.0
613.0,6.0,5.2448,178000.0
614.0,6.0,5.2448,177500.0
615.0,1.0,6.2038,178400.0
616.0,1.0,7.8586,179300.0
617.0,1.0,5.7822,180200.0
618.0,9.0,5.7822,179200.0
619.0,9.0,5.7822,178200.0
620.0,9.0,5.7822,177200.0
621.0,9.0,5.7822,176200.0
622.0,9.0,5.7822,175200.0
623.0,9.0,5.7822,174200.0
624.0,9.0,5.7822,173200.0
625.0,9.0,5.7822,172200.0
626.0,9.0,5.7822,171200.0
627.0,9.0,5.7822,170200.0
628.0,9.0,5.7822,169200.0
629.0,9.0,5.7822,168200.0
630.0,9.0,5.7822,167200.0
631.0,0.0,10.8496,168200.0
632.0,1.0,9.4331,169100.0
633.0,1.0,8.7822,170000.0
634.0,1.0,8.1341,170900.0
635.0,1.0,6.7891,171800.0
636.0,2.0,3.6376,172600.0
637.0,6.0,3.6376,172100.0
638.0,1.0,7.4503,173000.0
639.0,2.0,7.3137,173800.0
640.0,3.0,2.4568,174300.0
641.0,7.0,2.4568,173800.0
642.0,2.0,7.5819,174600.0
643.0,3.0,6.5932,175100.0
644.0,3.0,5.0927,175600.0
645.0,7.0,5.0927,175100.0
646.0,2.0,8.0497,175900.0
647.0,2.0,6.4633,176700.0
648.0,2.0,5.7872,177500.0
649.0,3.0,2.1333,178000.0
650.0,7.0,2.1333,177500.0
651.0,2.0,6.9579,178300.0
652.0,2.0,6.4931,179100.0
653.0,2.0,5.3584,179900.0
654.0,6.0,5.3584,179400.0
655.0,1.0,5.9198,180300.0
656.0,1.0,7.45,181200.0
657.0,1.0,6.3034,182100.0
658.0,1.0,0.6557,183000.0
659.0,5.0,0.6557,182500.0
660.0,0.0,6.3021,183500.0
661.0,1.0,6.1179,184400.0
662.0,1.0,5.9127,185300.0
663.0,2.0,4.9448,186100.0
664.0,6.0,4.9448,185600.0
665.0,1.0,6.6461,186500.0
666.0,2.0,5.276,187300.0
667.0,6.0,5.276,186800.0
668.0,6.0,5.276,186300.0
669.0,1.0,6.5821,187200.0
670.0,1.0,5.467,188100.0
671.0,5.0,5.467,187600.0
672.0,5.0,5.467,187100.0
673.0,0.0,6.9296,188100.0
674.0,0.0,6.5551,189100.0
675.0,0.0,4.0113,190100.0
676.0,4.0,4.0113,189600.0
677.0,0.0,7.6694,190600.0
678.0,0.0,7.5441,191600.0
679.0,1.0,5.8307,192500.0
680.0,2.0,4.7679,193300.0
681.0,6.0,4.7679,192800.0
682.0,1.0,7.041,193700.0
683.0,1.0,5.3819,194600.0
684.0,5.0,5.3819,194100.0
685.0,5.0,5.3819,193600.0
686.0,5.0,5.3819,193100.0
687.0,0.0,7.6629,194100.0
688.0,0.0,7.9818,195100.0
689.0,1.0,6.0487,196000.0
690.0,2.0,5.7881,196800.0
691.0,3.0,1.5165,197300.0
692.0,7.0,1.5165,196800.0
693.0,7.0,1.5165,196300.0
694.0,7.0,1.5165,195800.0
695.0,7.0,1.5165,195300.0
696.0,2.0,5.2769,196100.0
697.0,6.0,5.2769,195600.0
698.0,1.0,7.0245,196500.0
699.0,1.0,6.2691,197400.0
700.0,2.0,4.6473,198200.0
701.0,6.0,4.6473,197700.0
702.0,1.0,7.2112,198600.0
703.0,1.0,5.7563,199500.0
704.0,1.0,5.9937,200400.0
705.0,2.0,5.5067,201200.0
706.0,3.0,0.7983,201700.0
707.0,7.0,0.7983,201200.0
708.0,7.0,0.7983,200700.0
709.0,7.0,0.7983,200200.0
710.0,7.0,0.7983,199700.0
711.0,2.0,6.1552,200500.0
712.0,2.0,5.4295,201300.0
713.0,6.0,5.4295,200800.0
714.0,6.0,5.4295,200300.0
715.0,6.0,5.4295,199800.0
716.0,6.0,5.4295,199300.0
717.0,6.0,5.4295,198800.0
718.0,6.0,5.4295,198300.0
719.0,6.0,5.4295,197800.0
720.0,6.0,5.4295,197300.0
721.0,1.0,6.4008,198200.0
722.0,9.0,6.4008,197200.0
723.0,9.0,6.4008,196200.0
724.0,9.0,6.4008,195200.0
725.0,9.0,6.4008,194200.0
726.0,0.0,10.6833,195200.0
727.0,0.0,9.5872,196200.0
728.0,0.0,8.1665,197200.0
729.0,0.0,7.4493,198200.0
730.0,0.0,7.1188,199200.0
731.0,0.0,5.4957,200200.0
732.0,4.0,5.4957,199700.0
733.0,0.0,7.9913,200700.0
734.0,0.0,7.2872,201700.0
735.0,0.0,6.2949,202700.0
736.0,0.0,6.2267,203700.0
737.0,0.0,6.2142,204700.0
738.0,0.0,0.6986,205700.0
739.0,4.0,0.6986,205200.0
740.0,4.0,0.6986,204700.0
741.0,4.0,0.6986,204200.0
742.0,0.0,7.0546,205200.0
743.0,0.0,6.8198,206200.0
744.0,0.0,4.8725,207200.0
745.0,4.0,4.8725,206700.0
746.0,0.0,3.8059,207700.0
747.0,4.0,3.8059,207200.0
748.0,0.0,5.8223,208200.0
749.0,0.0,6.2968,209200.0
750.0,0.0,6.8429,210200.0
751.0,0.0,5.5924,211200.0
752.0,0.0,5.1156,212200.0
753.0,4.0,5.1156,211700.0
754.0,0.0,3.7113,212700.0
755.0,4.0,3.7113,212200.0
756.0,4.0,3.7113,211700.0
757.0,0.0,6.5898,212700.0
758.0,0.0,5.741,213700.0
759.0,0.0,5.9686,214700.0
760.0,0.0,5.1507,215700.0
761.0,4.0,5.1507,215200.0
762.0,0.0,6.4654,216200.0
763.0,1.0,6.2035,217100.0
764.0,1.0,5.3498,218000.0
765.0,5.0,5.3498,217500.0
766.0,0.0,4.4342,218500.0
767.0,4.0,4.4342,218000.0
768.0,4.0,4.4342,217500.0
769.0,0.0,8.0605,218500.0
770.0,0.0,6.0426,219500.0
771.0,0.0,4.4459,220500.0
772.0,4.0,4.4459,220000.0
773.0,4.0,4.4459,219500.0
774.0,0.0,7.8185,220500.0
